p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
RAB27B4	3.87426753133951e-102	0.693242045382739	0.247	0.068	8.31495297576085e-98	NK cells	RAB27B
PDIA32	1.25831028964593e-101	0.791284889219107	0.706	0.458	2.7005855436381e-97	NK cells	PDIA3
RESF12	7.4426113816219e-101	0.808856889219314	0.533	0.23	1.59733325472369e-96	NK cells	RESF1
BAX6	1.30834029905657e-100	0.837263532462534	0.604	0.359	2.80795994983522e-96	NK cells	BAX
TERF2IP1	1.39625991381797e-100	0.799978055401808	0.556	0.291	2.99665302703613e-96	NK cells	TERF2IP
SYNE13	2.10934007422586e-100	0.829926262373115	0.506	0.222	4.52706566730353e-96	NK cells	SYNE1
ADAM83	6.15764003413459e-100	0.678905522399735	0.24	0.047	1.32155270412596e-95	NK cells	ADAM8
C18H18orf326	8.83538868136562e-100	0.540380970365081	0.977	0.84	1.89625111879469e-95	NK cells	C18H18orf32
ARHGAP308	1.37031471559212e-99	0.843608195247448	0.527	0.244	2.94096944260381e-95	NK cells	ARHGAP30
ARF64	1.39263531983272e-99	0.741062134377986	0.723	0.477	2.98887392342499e-95	NK cells	ARF6
EPB413	2.15403585504294e-99	0.847991950979044	0.446	0.202	4.62299175209315e-95	NK cells	EPB41
ENSMMUG000000001863	2.52748182575233e-99	0.783772046859639	0.493	0.283	5.42448149442965e-95	NK cells	ENSMMUG00000000186
MCOLN21	3.14004712437991e-99	0.707037481949749	0.218	0.037	6.73916913834416e-95	NK cells	MCOLN2
RGS32	1.24491817222747e-98	0.769476381004581	0.358	0.116	2.67184338123461e-94	NK cells	RGS3
RASSF56	1.59737846541648e-98	0.821184385374546	0.464	0.223	3.42829366247685e-94	NK cells	RASSF5
ANXA18	2.90040893153433e-98	0.580248904346428	0.898	0.651	6.22485764885898e-94	NK cells	ANXA1
RNPEPL11	2.99456055795531e-98	0.798746374078897	0.52	0.284	6.42692586948369e-94	NK cells	RNPEPL1
NCLN3	3.88126590627915e-98	0.811420832774329	0.503	0.237	8.32997288805632e-94	NK cells	NCLN
NFATC31	1.03130060886369e-96	0.81293834718836	0.384	0.141	2.21337736674324e-92	NK cells	NFATC3
H1-41	2.86998079349937e-96	0.98940672327974	0.481	0.272	6.15955277900834e-92	NK cells	H1-4
USP282	4.74798345996626e-96	0.756733393313846	0.319	0.103	1.01901221017796e-91	NK cells	USP28
BST23	6.61054882056609e-96	0.25043284595566	0.884	0.592	1.41875598786989e-91	NK cells	BST2
RNF1497	8.87049803971544e-96	0.702197595633687	0.759	0.489	1.90378628928373e-91	NK cells	RNF149
SLC44A21	1.06007700276395e-95	0.744610431010453	0.501	0.221	2.275137263332e-91	NK cells	SLC44A2
SSH26	1.71948019918212e-95	0.801114540817032	0.337	0.116	3.69034840348468e-91	NK cells	SSH2
NFATC22	1.82816324779462e-95	0.770174664355544	0.378	0.125	3.9236039624168e-91	NK cells	NFATC2
RASA34	3.76832756432091e-95	0.742400427294067	0.377	0.123	8.08758461854554e-91	NK cells	RASA3
GPT23	1.6456851387114e-94	0.632653919699362	0.195	0.031	3.53196944470241e-90	NK cells	GPT2
PXN2	4.77237756928046e-94	0.73838287775335	0.455	0.188	1.02424767391897e-89	NK cells	PXN
CASP124	1.36371272846565e-93	0.776353652920822	0.507	0.229	2.92680025783299e-89	NK cells	CASP12
ENSMMUG000000517453	1.66455007086919e-93	0.7562922556146	0.507	0.239	3.57245736209946e-89	NK cells	ENSMMUG00000051745
APOBEC3H1	2.18334264667089e-93	0.799124412434464	0.428	0.162	4.68588998828507e-89	NK cells	APOBEC3H
ADAMTS71	2.44791791088385e-93	0.544763826040031	0.179	0.029	5.25372142033891e-89	NK cells	ADAMTS7
APMAP3	3.05733402336972e-93	0.760499696265128	0.456	0.265	6.5616502809561e-89	NK cells	APMAP
MAMU-A3	2.9176670855754e-92	0.465476752959595	0.993	0.922	6.26189709906193e-88	NK cells	MAMU-A
DPEP1	4.64550812928356e-92	0.420083394954	0.105	0.006	9.97018954706837e-88	NK cells	DPEP1
CDC425	6.88809500564695e-92	0.564627794602172	0.912	0.758	1.47832295011195e-87	NK cells	CDC42
ESYT12	4.49259535557873e-91	0.768965849124637	0.518	0.291	9.64200815214307e-87	NK cells	ESYT1
THEMIS1	4.65043848746531e-91	0.554449387695846	0.217	0.047	9.98077108179805e-87	NK cells	THEMIS
TRAPPC101	3.28752967153897e-90	0.767917905786776	0.424	0.19	7.05569618105694e-86	NK cells	TRAPPC10
LIMD26	4.3255648991339e-90	0.752239092963442	0.442	0.171	9.28352738652118e-86	NK cells	LIMD2
HNRNPA2B13	5.47010125905875e-90	0.54957256959001	0.948	0.842	1.17399313221919e-85	NK cells	HNRNPA2B1
MFNG1	5.55265705742653e-90	0.694760769128902	0.528	0.244	1.19171125766488e-85	NK cells	MFNG
MLLT111	6.74758176629902e-90	0.57647056201648	0.209	0.039	1.4481659986831e-85	NK cells	MLLT11
CASP81	8.12356972363889e-90	0.796400889218329	0.373	0.146	1.74348053408738e-85	NK cells	CASP8
AGFG21	8.77135049543354e-90	0.69992598291354	0.281	0.082	1.88250724332995e-85	NK cells	AGFG2
DENND1C1	1.41624509893413e-89	0.745623517325842	0.297	0.092	3.03954523133243e-85	NK cells	DENND1C
DIAPH12	3.81395592373041e-89	0.796147229945846	0.541	0.303	8.18551220351021e-85	NK cells	DIAPH1
VASP8	7.710116326007e-89	0.724502741062048	0.627	0.35	1.65474516588762e-84	NK cells	VASP
ENSMMUG000000527473	8.88373635009803e-89	0.820082649892762	0.422	0.213	1.90662749545804e-84	NK cells	ENSMMUG00000052747
MCTP22	1.25313699017443e-88	0.695630495529904	0.273	0.072	2.68948260831235e-84	NK cells	MCTP2
ENSMMUG000000641392	1.25779490822479e-88	0.431210076003137	0.999	0.951	2.69947943203205e-84	NK cells	ENSMMUG00000064139
GK5	2.45232186853469e-88	0.705594428082617	0.238	0.085	5.26317319424916e-84	NK cells	GK5
PYGM1	3.92776502312273e-88	0.678982809975867	0.247	0.058	8.429769292626e-84	NK cells	PYGM
KIF21B1	9.91715105929711e-88	0.625958788264135	0.215	0.042	2.12841896034635e-83	NK cells	KIF21B
ABI35	1.18769199621788e-87	0.743495940533665	0.363	0.127	2.54902456228281e-83	NK cells	ABI3
IFNG1	1.78867995099276e-87	0.552105048757589	0.212	0.051	3.83886491082067e-83	NK cells	IFNG
RAB27A2	2.25130063285206e-87	0.757063455103718	0.436	0.239	4.83174141822709e-83	NK cells	RAB27A
RIN37	6.97917385135671e-87	0.746233479013029	0.393	0.168	1.49787029197818e-82	NK cells	RIN3
CYFIP22	1.30288156126631e-86	0.774783068266483	0.575	0.32	2.79624440678976e-82	NK cells	CYFIP2
TNFRSF1B5	1.51854110560015e-86	0.635599044655139	0.637	0.341	3.25909292083904e-82	NK cells	TNFRSF1B
ENSMMUG000000508295	1.6036955308011e-86	0.373444959357362	0.966	0.792	3.44185134820533e-82	NK cells	ENSMMUG00000050829
SH3KBP14	8.03519780044668e-86	0.736421041693219	0.554	0.285	1.72451415193187e-81	NK cells	SH3KBP1
TMED33	1.47776465194406e-85	0.700523459393459	0.454	0.29	3.17157849600234e-81	NK cells	TMED3
UTRN4	2.39851327367369e-85	0.765970283811335	0.5	0.26	5.14768918795848e-81	NK cells	UTRN
ZEB27	7.65328114810869e-85	0.650510510293393	0.625	0.33	1.64254720000709e-80	NK cells	ZEB2
C1H1orf212	1.67899304414875e-84	0.732098466173329	0.319	0.143	3.60345487135205e-80	NK cells	C1H1orf21
KLF133	2.40813197024096e-84	0.724016979436306	0.511	0.282	5.16833283453115e-80	NK cells	KLF13
CDK61	4.26506220166349e-84	0.651553208622107	0.292	0.083	9.15367649721018e-80	NK cells	CDK6
OTULINL4	6.1354179961789e-84	0.699301133487968	0.277	0.089	1.31678341033992e-79	NK cells	OTULINL
SEPTIN64	7.92157025708926e-84	0.782845473713855	0.41	0.177	1.7001274085765e-79	NK cells	SEPTIN6
GATA31	1.42546511047617e-83	0.456808358879211	0.204	0.049	3.05933322010395e-79	NK cells	GATA3
ENSMMUG000000320914	2.36272037010445e-83	0.809934581534653	0.489	0.23	5.07087045831817e-79	NK cells	ENSMMUG00000032091
TMEM1561	5.35656300583906e-83	0.569788511128737	0.195	0.036	1.14962555231318e-78	NK cells	TMEM156
GPBAR17	1.32756438354647e-82	0.735320851193968	0.582	0.352	2.84921867996742e-78	NK cells	GPBAR1
STK262	2.16892664244656e-82	0.70518648238906	0.273	0.085	4.6549503600188e-78	NK cells	STK26
PSMA52	5.45792154617168e-82	0.685865007829711	0.563	0.361	1.17137912223937e-77	NK cells	PSMA5
ENSMMUG000000383734	5.8771726432226e-82	0.694133704348229	0.59	0.405	1.26135879268843e-77	NK cells	ENSMMUG00000038373
DOCK88	8.37990740799059e-82	0.721055915668161	0.511	0.33	1.79849572790294e-77	NK cells	DOCK8
ENSMMUG000000029171	1.30936316730635e-81	0.66693326044006	0.275	0.075	2.81015522967289e-77	NK cells	ENSMMUG00000002917
DEF66	1.54215418336227e-81	0.702529717359609	0.386	0.164	3.30977130833211e-77	NK cells	DEF6
SIPA12	1.75814013132061e-81	0.717459700442824	0.439	0.213	3.77332034984029e-77	NK cells	SIPA1
PLCL22	1.77274058499838e-81	0.64948978595754	0.245	0.063	3.80465584352353e-77	NK cells	PLCL2
OSTM14	2.33305219366231e-81	0.748971202058118	0.407	0.214	5.00719661803805e-77	NK cells	OSTM1
SH2D3C1	2.94812910536271e-81	0.421595420839032	0.365	0.142	6.32727468592944e-77	NK cells	SH2D3C
MOB22	3.10857746661668e-81	0.68160944902139	0.566	0.306	6.67162895885271e-77	NK cells	MOB2
VANGL11	4.17431107074391e-81	0.52289430433522	0.182	0.031	8.95890642003058e-77	NK cells	VANGL1
ARID5A2	4.97570460684726e-81	0.696360564405568	0.313	0.103	1.06788572272156e-76	NK cells	ARID5A
BZW12	6.919343062109e-81	0.671813948336007	0.698	0.501	1.48502940798983e-76	NK cells	BZW1
PACS11	2.21014860061757e-80	0.68814200289972	0.274	0.08	4.74342092664544e-76	NK cells	PACS1
GCN16	2.28902510383306e-80	0.431001108265563	0.988	0.869	4.91270567784651e-76	NK cells	GCN1
ARL4C4	1.30967775988234e-79	0.655232282906255	0.229	0.059	2.81083040825949e-75	NK cells	ARL4C
UCHL51	1.69278291691834e-79	0.68201016067316	0.395	0.226	3.63305069629013e-75	NK cells	UCHL5
PRDM11	5.9329382171674e-79	0.605786164642581	0.242	0.06	1.27332720016847e-74	NK cells	PRDM1
GAK4	8.60100752005161e-79	0.705513008993181	0.33	0.141	1.84594823395348e-74	NK cells	GAK
ROR2	8.67314625419602e-79	0.434103182471197	0.113	0.01	1.86143064907555e-74	NK cells	ROR2
PCED1B1	1.02373449590066e-78	0.691907018740373	0.338	0.117	2.19713897510199e-74	NK cells	PCED1B
TSC22D42	1.07219881037804e-78	0.687926578427233	0.473	0.284	2.30115308683335e-74	NK cells	TSC22D4
LRRC8C1	1.89933436820684e-78	0.623612313821431	0.308	0.096	4.07635142104551e-74	NK cells	LRRC8C
TIGIT2	2.57115882210728e-78	0.515838201026554	0.277	0.091	5.51822106400665e-74	NK cells	TIGIT
ENSMMUG000000045398	2.98794828063686e-78	0.671753657558079	0.599	0.384	6.41273459990284e-74	NK cells	ENSMMUG00000004539
C20H16orf544	4.80765331675196e-78	0.687832866481628	0.313	0.103	1.03181855484131e-73	NK cells	C20H16orf54
PAFAH21	7.8877242370783e-78	0.609781838057358	0.193	0.045	1.69286337576174e-73	NK cells	PAFAH2
PCDH11	1.31337889591725e-77	0.628077211388396	0.267	0.075	2.81877378641761e-73	NK cells	PCDH1
PDE4A4	2.63777303209226e-77	0.714700901489312	0.3	0.141	5.6611884814764e-73	NK cells	PDE4A
LASP12	4.0568032707908e-77	0.707678397920493	0.483	0.282	8.70671117977122e-73	NK cells	LASP1
ENSMMUG000000227721	2.09588889953051e-76	0.719134049615304	0.368	0.179	4.49819675617239e-72	NK cells	ENSMMUG00000022772
ENSMMUG000000526096	2.67544231883721e-76	0.416462595135781	0.988	0.879	5.74203430468841e-72	NK cells	ENSMMUG00000052609
MYO9B6	2.74561316842503e-76	0.699174715475574	0.357	0.154	5.89263498207379e-72	NK cells	MYO9B
GRK5	6.09535900784269e-75	0.341818243880087	0.253	0.085	1.3081859502632e-70	NK cells	GRK5
ICAM36	6.7275700296385e-75	0.685495757313699	0.504	0.264	1.44387107976101e-70	NK cells	ICAM3
DNAJC11	9.87143409515257e-75	0.698168171735569	0.518	0.294	2.11860718550164e-70	NK cells	DNAJC1
IFNAR27	1.71429445850533e-74	0.675851053678808	0.6	0.355	3.67921876684414e-70	NK cells	IFNAR2
PTPN72	8.27222809360489e-74	0.493920896478602	0.188	0.038	1.77538559344948e-69	NK cells	PTPN7
SNRK	9.99999804713673e-74	0.427020645371639	0.464	0.21	2.14619958087648e-69	NK cells	SNRK
HMGN41	1.06995313965948e-73	0.643899367034143	0.536	0.333	2.29633342833717e-69	NK cells	HMGN4
PTBP34	2.93854041472957e-73	0.667782262236038	0.54	0.364	6.3066954380926e-69	NK cells	PTBP3
MBNL13	2.93977069940101e-73	0.587875682976797	0.753	0.563	6.30933587505445e-69	NK cells	MBNL1
MYL12B2	9.84125495485579e-73	0.409109364576678	0.979	0.912	2.11213013841115e-68	NK cells	MYL12B
ACOT113	1.14009459690862e-72	0.638053311114409	0.236	0.086	2.44687102388528e-68	NK cells	ACOT11
RNF1262	1.33071267285968e-72	0.667100523357925	0.499	0.293	2.85597553849145e-68	NK cells	RNF126
TSPAN143	2.46581866670829e-72	0.664694826537266	0.49	0.291	5.29214002248933e-68	NK cells	TSPAN14
TRPV25	2.79167352831375e-72	0.646056057428691	0.48	0.225	5.99148972646697e-68	NK cells	TRPV2
TNFSF141	6.94950012831413e-72	0.644288375556212	0.225	0.056	1.49150171753878e-67	NK cells	TNFSF14
PRRC2B2	9.74337906565486e-72	0.694455253250633	0.491	0.282	2.09112401507085e-67	NK cells	PRRC2B
KIF2A1	1.09055842996257e-71	0.682040069872889	0.469	0.246	2.34055650238567e-67	NK cells	KIF2A
ENSMMUG000000132572	3.68321845659431e-71	0.354878077976135	0.245	0.081	7.90492345154271e-67	NK cells	ENSMMUG00000013257
CMTM63	4.85149909817763e-71	0.628238093698994	0.607	0.449	1.04122873645088e-66	NK cells	CMTM6
ZFP36L21	1.6652544846855e-70	0.696843821300033	0.338	0.134	3.57396917503203e-66	NK cells	ZFP36L2
SLCO4C11	2.02667022413721e-70	0.595447856166264	0.225	0.058	4.34963963504328e-66	NK cells	SLCO4C1
ENSMMUG000000224896	2.25532160785383e-70	0.586328510041755	0.706	0.443	4.8403712347759e-66	NK cells	ENSMMUG00000022489
HNRNPF2	3.69950451301134e-70	0.587767959388173	0.742	0.56	7.93987658582494e-66	NK cells	HNRNPF
FLT3LG1	5.32735834393114e-70	0.381181261056926	0.352	0.146	1.1433576477745e-65	NK cells	FLT3LG
GPR1712	5.79642025259363e-70	0.451756640117992	0.172	0.037	1.24402771461165e-65	NK cells	GPR171
ITGA45	6.24268744412698e-70	0.579838892621521	0.536	0.274	1.33980557925853e-65	NK cells	ITGA4
CD843	6.80886078527982e-70	0.648439627792738	0.293	0.096	1.46131770173675e-65	NK cells	CD84
PIK3R52	8.78433041175148e-70	0.611077895800285	0.262	0.08	1.8852929929701e-65	NK cells	PIK3R5
APBB21	1.11152013729675e-69	0.5995691956926	0.33	0.119	2.38554451866628e-65	NK cells	APBB2
ABHD17A1	1.85572420502941e-69	0.611352906005887	0.64	0.45	3.98275528883411e-65	NK cells	ABHD17A
ORAI11	2.1764239447118e-69	0.649706620474482	0.397	0.183	4.67104107014047e-65	NK cells	ORAI1
NUDT11	2.4601709550686e-69	0.428411914087765	0.12	0.015	5.28001890376823e-65	NK cells	NUDT11
MAP2K22	2.46771305894879e-69	0.588403519604715	0.717	0.546	5.29620576711589e-65	NK cells	MAP2K2
ANP32E3	2.58260019217271e-69	0.704118862304445	0.363	0.174	5.54277653244106e-65	NK cells	ANP32E
SIGLEC63	4.44529180978215e-69	0.629548987008101	0.201	0.047	9.54048528215445e-65	NK cells	SIGLEC6
C9orf162	4.58392398126195e-69	0.678618001622576	0.547	0.335	9.83801764858439e-65	NK cells	C9orf16
GPR153	4.70806667672927e-69	0.393745018790032	0.107	0.011	1.01044527015964e-64	NK cells	GPR153
PARP81	6.77840325998402e-69	0.658091103411439	0.341	0.135	1.45478090765777e-64	NK cells	PARP8
PIK3CG8	7.53080922989433e-69	0.652532065445031	0.281	0.117	1.61626227691992e-64	NK cells	PIK3CG
GLRX7	2.96310812510616e-68	0.705081915481532	0.474	0.288	6.35942265810283e-64	NK cells	GLRX
CELF25	3.24404566541872e-68	0.617162071969851	0.584	0.41	6.96237080712165e-64	NK cells	CELF2
PLEKHA13	3.86651918025895e-67	0.648970047366687	0.39	0.176	8.29832346467176e-63	NK cells	PLEKHA1
ZNF8001	4.0212021830211e-67	0.631749670681939	0.457	0.248	8.63030412519989e-63	NK cells	ZNF800
NTAN11	4.49441989194877e-67	0.640578140987593	0.411	0.237	9.64592397210046e-63	NK cells	NTAN1
IQGAP24	6.41280257720389e-67	0.65881925467134	0.318	0.145	1.3763156891195e-62	NK cells	IQGAP2
FGFR1OP21	1.03150227700146e-66	0.634355978941821	0.472	0.258	2.21381018690053e-62	NK cells	FGFR1OP2
TMEM712	1.42106069495888e-66	0.523199935535926	0.174	0.036	3.04988046352075e-62	NK cells	TMEM71
MAP7D14	1.95511233629777e-66	0.662741525269181	0.377	0.19	4.19606209616226e-62	NK cells	MAP7D1
PDLIM22	2.07053060837724e-66	0.581023511100962	0.568	0.327	4.44377279169923e-62	NK cells	PDLIM2
MAMU-E1	2.68655157576931e-66	0.288348018089896	1	0.977	5.7658769919161e-62	NK cells	MAMU-E
SH2D1A1	7.42788323716177e-66	0.471740260417778	0.181	0.046	1.59417230035966e-61	NK cells	SH2D1A
TPI14	7.71713510736508e-66	0.554173335646359	0.789	0.616	1.65625153674269e-61	NK cells	TPI1
NCKAP1L11	1.03747300773275e-65	0.661928957872087	0.4	0.197	2.22662456919604e-61	NK cells	NCKAP1L
SYTL12	1.18236586570388e-65	0.643119457145521	0.323	0.163	2.53759362097368e-61	NK cells	SYTL1
DRAP14	1.52445798398529e-65	0.582836231421816	0.657	0.459	3.27179172522923e-61	NK cells	DRAP1
RASGRP11	1.55353213421466e-65	0.556437059648329	0.259	0.08	3.33419066645151e-61	NK cells	RASGRP1
CDC42SE24	1.73496592865366e-65	0.633546887664628	0.473	0.27	3.72358387607649e-61	NK cells	CDC42SE2
TOP1MT2	2.53910514858105e-65	0.559068377163628	0.202	0.077	5.44942746988465e-61	NK cells	TOP1MT
RACK17	7.00721075548857e-65	0.381098547563058	0.965	0.803	1.50388757234296e-60	NK cells	RACK1
CMAH1	7.6651473602958e-65	0.617202959707233	0.231	0.071	1.64509392646668e-60	NK cells	CMAH
PTK2B4	1.24177571313435e-64	0.578108699587193	0.27	0.139	2.66509903552894e-60	NK cells	PTK2B
SELPLG10	2.79596077583654e-64	0.614936095102476	0.478	0.241	6.00069101710037e-60	NK cells	SELPLG
TOX2	3.14180242602719e-64	0.320456273454848	0.136	0.031	6.74293636673956e-60	NK cells	TOX2
STARD3NL2	8.06430297894342e-64	0.636969101338646	0.4	0.269	1.73076070534084e-59	NK cells	STARD3NL
MICAL25	1.01526688179926e-63	0.595150144029134	0.291	0.162	2.17896578171757e-59	NK cells	MICAL2
ID22	1.148499836853e-63	0.615749251288571	0.654	0.417	2.46491034985391e-59	NK cells	ID2
EEF1B26	1.21546065831408e-63	0.460584490913812	0.907	0.708	2.60862166487367e-59	NK cells	EEF1B2
TMC62	1.89973654621337e-63	0.629612184436937	0.317	0.129	4.07721457548314e-59	NK cells	TMC6
HSPA86	2.62316287287213e-63	0.405598348496702	0.949	0.811	5.62983215775817e-59	NK cells	HSPA8
ARHGEF63	4.19654204046305e-63	0.571541621321254	0.3	0.11	9.0066185272418e-59	NK cells	ARHGEF6
RRN3	6.91095621807046e-63	0.594879456543998	0.214	0.074	1.48322942352228e-58	NK cells	RRN3
MLLT61	2.03045296348499e-62	0.546609762031781	0.206	0.056	4.3577581502315e-58	NK cells	MLLT6
CCDC123	2.39149712427648e-62	0.583413873178158	0.492	0.333	5.13263112812219e-58	NK cells	CCDC12
PLAAT32	3.70406851833284e-62	0.58332433950654	0.594	0.366	7.94967185404594e-58	NK cells	PLAAT3
MIDN5	4.20953501386239e-62	0.590571638196675	0.477	0.255	9.03450404675145e-58	NK cells	MIDN
ZC3HAV14	4.83333527666765e-62	0.609627483384166	0.492	0.27	1.03733041707841e-57	NK cells	ZC3HAV1
PSTPIP14	7.56786482932316e-62	0.478249026552303	0.321	0.127	1.62421514966934e-57	NK cells	PSTPIP1
B2M4	9.17257933039579e-62	0.281025979632784	1	0.997	1.96861897588954e-57	NK cells	B2M
UBALD22	1.19559803183255e-61	0.63098527997317	0.421	0.258	2.56599249591901e-57	NK cells	UBALD2
NUDT1	1.40423590738336e-61	0.635885264995395	0.249	0.099	3.01377110442617e-57	NK cells	NUDT1
NPRL22	1.55621404595469e-61	0.62723252791968	0.317	0.137	3.33994658542796e-57	NK cells	NPRL2
MYO1F8	1.83745598430329e-61	0.62508966544685	0.4	0.189	3.94354803351173e-57	NK cells	MYO1F
PRR1310	1.94018286316381e-61	0.54670161437459	0.75	0.543	4.16402046092217e-57	NK cells	PRR13
RNF1662	2.53116318798178e-61	0.608423734480186	0.332	0.169	5.43238243404651e-57	NK cells	RNF166
LPXN6	3.95057324468527e-61	0.652930539313199	0.372	0.184	8.47872029774353e-57	NK cells	LPXN
ENSMMUG000000115801	9.08201105943076e-61	0.604010298918957	0.466	0.287	1.94918121357503e-56	NK cells	ENSMMUG00000011580
EIF4B5	2.09050276666146e-60	0.579297011423726	0.596	0.461	4.48663703780883e-56	NK cells	EIF4B
REEP55	3.61062040898433e-60	0.546794547635534	0.655	0.471	7.74911352176218e-56	NK cells	REEP5
CD1644	3.9722021032858e-60	0.548437257305728	0.733	0.57	8.52514015407199e-56	NK cells	CD164
ENSMMUG00000063695	5.10608720035722e-60	0.334949520264752	0.11	0.015	1.09586843494067e-55	NK cells	ENSMMUG00000063695
RASA23	5.37318403614148e-60	0.618748713916878	0.373	0.179	1.15319275783668e-55	NK cells	RASA2
GCLM1	5.58800373098446e-60	0.569419302639627	0.261	0.093	1.19929736074388e-55	NK cells	GCLM
ENSMMUG000000226102	6.43164169585088e-60	0.592800291673505	0.295	0.111	1.38035894076352e-55	NK cells	ENSMMUG00000022610
ARHGEF32	1.58702232827659e-59	0.599992732498243	0.424	0.206	3.40606732094721e-55	NK cells	ARHGEF3
JAK31	1.58782642835808e-59	0.396582427944372	0.149	0.031	3.40779308054212e-55	NK cells	JAK3
MIA23	2.09045926342897e-59	0.597387457167422	0.383	0.233	4.48654367117125e-55	NK cells	MIA2
TPM310	2.3691160209746e-59	0.466603088310976	0.842	0.643	5.08459680421569e-55	NK cells	TPM3
CLEC2B7	2.80954933962628e-59	0.65752804371033	0.37	0.169	6.02985479270593e-55	NK cells	CLEC2B
TGFBR3	3.44837321911187e-59	0.285586511949568	0.577	0.329	7.4008986028579e-55	NK cells	TGFBR3
ENSMMUG000000054821	1.96327034695966e-58	0.562166591401986	0.586	0.372	4.21357081864483e-54	NK cells	ENSMMUG00000005482
EIF3F4	2.47193029920269e-58	0.497979512242193	0.788	0.618	5.30525680814881e-54	NK cells	EIF3F
ABCB102	3.85406355464754e-58	0.552137214902626	0.315	0.149	8.27159120098454e-54	NK cells	ABCB10
XPO64	4.08994601795383e-58	0.624546108931414	0.28	0.127	8.77784214373251e-54	NK cells	XPO6
PPP6R15	8.37820950749843e-58	0.59337388261105	0.335	0.184	1.79813132449931e-53	NK cells	PPP6R1
DOCK113	1.81608796843563e-57	0.613398197018505	0.419	0.242	3.89768799785656e-53	NK cells	DOCK11
ENSMMUG000000623505	1.90191517509057e-57	0.330978874145621	0.993	0.933	4.08189034877938e-53	NK cells	ENSMMUG00000062350
PRR71	2.38963816989933e-57	0.415218726596933	0.127	0.021	5.12864144023795e-53	NK cells	PRR7
VAV16	2.88800468262736e-57	0.563961519519457	0.257	0.116	6.19823564985484e-53	NK cells	VAV1
FLII2	4.37566271074228e-57	0.565578356406973	0.494	0.336	9.39104730979508e-53	NK cells	FLII
GLCCI13	5.189332824235e-57	0.587138811019683	0.279	0.111	1.11373461073732e-52	NK cells	GLCCI1
MTMR12	5.51826143963209e-57	0.536238017640261	0.212	0.076	1.18432927017384e-52	NK cells	MTMR12
CDK173	7.66649516688342e-57	0.567321775121506	0.331	0.14	1.64538319271652e-52	NK cells	CDK17
EEF1A14	8.26140438168954e-57	0.305143726590305	0.999	0.961	1.77306260839821e-52	NK cells	EEF1A1
TOX1	9.56053799652847e-57	0.628793436790244	0.295	0.119	2.05188266481494e-52	NK cells	TOX
NUP2102	9.8895263643897e-57	0.574800230690932	0.239	0.082	2.12249014832532e-52	NK cells	NUP210
MOB3A3	1.29446188202263e-56	0.603803111912493	0.299	0.134	2.77817409119698e-52	NK cells	MOB3A
RNF144A1	1.83981707960136e-56	0.537864108813526	0.24	0.099	3.94861541624044e-52	NK cells	RNF144A
LAX12	2.00473449037525e-56	0.387461564352448	0.138	0.028	4.30256116324335e-52	NK cells	LAX1
B4GALT41	2.62393261969579e-56	0.469290732575559	0.163	0.042	5.63148418839111e-52	NK cells	B4GALT4
ENSMMUG000000651044	4.16854112111711e-56	0.582345968801508	0.404	0.282	8.94652295414155e-52	NK cells	ENSMMUG00000065104
AHNAK6	6.57529154910315e-56	0.402535627965906	0.893	0.733	1.41118907226852e-51	NK cells	AHNAK
PNPLA72	7.67355069462151e-56	0.547783060753998	0.253	0.129	1.64689745007967e-51	NK cells	PNPLA7
HDAC12	8.97672389394103e-56	0.569460573833566	0.436	0.301	1.92658448211762e-51	NK cells	HDAC1
GPR18	1.24594344229251e-55	0.396493111296448	0.121	0.02	2.6740438158482e-51	NK cells	GPR18
TMEM255B2	2.14613433619333e-55	0.454705459705737	0.184	0.048	4.60603351233813e-51	NK cells	TMEM255B
ENSMMUG000000323381	2.27979243499014e-55	0.590413680580109	0.273	0.137	4.89289052397584e-51	NK cells	ENSMMUG00000032338
UBE2F1	2.3802774425018e-55	0.524574767877748	0.329	0.232	5.10855144709737e-51	NK cells	UBE2F
ATP5F1E7	3.67336383021129e-55	0.252984550420648	0.969	0.81	7.88377345239947e-51	NK cells	ATP5F1E
CEP781	5.39557879514129e-55	0.498271959716341	0.163	0.04	1.15799912101322e-50	NK cells	CEP78
IRAK2	7.22674527054024e-55	0.441514901902713	0.158	0.035	1.55100406996335e-50	NK cells	IRAK2
AGPAT41	8.78478205693595e-55	0.506771739399542	0.195	0.059	1.88538992505959e-50	NK cells	AGPAT4
SEPTIN114	1.32922589237164e-54	0.562459385646281	0.5	0.305	2.85278461020801e-50	NK cells	SEPTIN11
APOBR7	1.86930724034885e-54	0.500568778993286	0.187	0.088	4.01190719923671e-50	NK cells	APOBR
GIMAP21	2.28768623377958e-54	0.537852559297469	0.22	0.076	4.90983219493773e-50	NK cells	GIMAP2
ENSMMUG000000628215	2.8486957429402e-54	0.409348380294214	0.601	0.362	6.11387080349827e-50	NK cells	ENSMMUG00000062821
ABRACL5	3.41060466222056e-54	0.515255830651653	0.576	0.349	7.31983972605777e-50	NK cells	ABRACL
ENSMMUG00000002133	3.46810279300363e-54	0.39295657712314	0.115	0.018	7.44324221434439e-50	NK cells	ENSMMUG00000002133
FAM53B2	4.64251311420802e-54	0.554343335820016	0.24	0.089	9.96376164571326e-50	NK cells	FAM53B
